income,road_dist,cooking,y_am_pef,tempin,humidin,pm25in,co2in,tempdiffin,humidiffin,pm25diffin,pm10,pm25,o3,no2,co,so2,temp,windsd,humid,varp,dewpt,airp,seap,solrhr,solramnt,grdt,class
0.0,0.5,0.5,0.24646804,0.17231166,0.0,0.11962352,0.17974,0.0,0.49482343,0.48234987,0.0,0.0035717806,0.35496303,0.0,0.03820505,0.21730058,0.047953047,0.68220705,0.07153881,0.0,0.033946913,0.7355381,0.73504454,0.65925205,0.26127988,0.0,0.0
0.0,0.5,0.5,0.23579966,0.7142763,0.0,0.16567416,0.37440422,0.0,0.54184496,0.49290672,0.0,0.032344047,0.5403363,0.04101143,0.029906826,0.19134246,0.7236672,0.5297776,0.4913516,0.3969531,0.6537409,0.38222933,0.39084217,0.29009366,0.3500266,0.5919849,0.0
0.0,0.5,0.5,0.3722561,0.892624,0.0,0.1130225,0.46538243,0.0,0.6567658,0.47170475,0.0,0.14694928,0.46625167,0.2488622,0.20100307,0.14643547,0.8668032,0.30381203,0.56098306,0.6518626,0.91105556,0.38269252,0.3616013,0.4215885,0.40713656,0.78372216,0.0
0.0,0.5,0.5,0.27459797,0.20870239,0.0,0.38191262,0.28933886,0.0,0.3264113,0.29002133,0.0,0.45134234,0.025408275,0.5685613,0.565853,0.3367204,0.17680058,0.0,0.32005706,0.08218416,0.31322223,0.7157359,0.72998357,0.4851958,0.07669941,0.09849346,0.0
0.0,0.5,0.5,0.34299886,0.8678998,0.0,0.22906816,0.44746697,0.0,0.66072905,0.3912672,0.0,0.37087226,0.3668988,0.4252897,0.38270348,0.245714,0.81807214,0.12807816,0.63225704,0.7360869,0.9107958,0.3489449,0.2856762,0.3171363,0.33399966,0.8011929,0.0
0.0,0.5,0.5,0.25460184,0.30739218,0.0,0.19470234,0.2866124,0.0,0.585094,0.5727335,0.0,0.0731483,0.43185338,0.09013413,0.1151246,0.22330572,0.2024549,0.75857025,0.15920201,0.0010622069,0.08599439,0.8946563,0.9404189,0.8373735,0.37807116,0.12718654,0.0
0.0,0.5,0.5,0.17156571,0.30207092,0.0,0.35926074,0.21706665,0.0,0.16685042,0.24931595,0.0,0.2990081,0.16662058,0.30314305,0.3113969,0.3160266,0.28085443,0.22619826,0.36330912,0.10228352,0.26273596,0.40398476,0.4128135,0.20611268,0.08707743,0.1469145,0.0
0.0,0.5,0.5,0.20623517,0.36189622,0.0,0.14676301,0.16628568,0.0,0.30926245,0.2023293,0.0,0.14698516,0.16370204,0.17519672,0.14043364,0.1766284,0.3333341,0.12765686,0.29177028,0.26683724,0.38667306,0.14271113,0.10015209,0.07205358,0.07249891,0.2667299,0.0
0.0,0.5,0.5,0.39671355,0.6176461,0.0,0.5415177,0.4709016,0.0,0.39773944,0.3649908,0.0,0.78748524,0.0,0.98311996,0.99976456,0.4437132,0.510163,0.0,0.6120268,0.4439006,0.6457546,0.8992165,0.82510865,0.7918985,0.2723562,0.4812591,0.0
0.0,0.5,0.5,0.20953837,0.18741547,0.0,0.3698699,0.20202798,0.0,0.19110824,0.12614445,0.0,0.4087994,0.065463625,0.3847841,0.3280458,0.34430218,0.16632748,0.03526306,0.35101587,0.07457403,0.29457965,0.3884867,0.40490213,0.12650481,0.007102119,0.064457625,0.0
0.0,0.5,0.5,0.2774654,0.2534766,0.0,0.1035242,0.17268106,0.0,0.32571536,0.19646981,0.0,0.1638954,0.07883615,0.21137865,0.20778297,0.16699034,0.16941103,0.039049983,0.13820265,0.1982891,0.31328082,0.2714924,0.22374527,0.24586233,0.083039425,0.15231963,0.0
0.0,0.5,0.5,0.17861381,0.25152314,0.0,0.21525654,0.19263946,0.0,0.31857595,0.3598951,0.0,0.06821041,0.2755435,0.08993019,0.07099228,0.20832753,0.2141078,0.4519019,0.17154507,0.0,0.11866485,0.4987863,0.5221151,0.3953406,0.1878916,0.084307194,0.0
0.0,0.5,0.5,0.16685659,0.45289654,0.0,0.12779489,0.25258037,0.0,0.649989,0.6039399,0.0,0.0,0.6064505,0.0,0.0,0.23172042,0.36553293,0.96111447,0.2909227,0.14296292,0.29626715,0.7398058,0.63823014,0.58675975,0.4143638,0.36101437,0.0
0.0,0.5,0.5,0.3034138,0.95553255,0.0,0.45188096,0.5104194,0.0,0.6418681,0.3986331,0.0,0.62477833,0.35840803,0.6640675,0.6142491,0.3945322,0.91466224,0.123571575,0.8244737,0.76539874,0.94789326,0.506854,0.43910244,0.39255652,0.3477283,0.8644847,0.0
0.0,0.5,0.5,0.24603799,0.3849999,0.0,0.4223322,0.265483,0.0,0.3146323,0.15340587,0.0,0.6044646,0.0057027973,0.6243533,0.5988284,0.3838006,0.32920694,0.0,0.47497624,0.31156054,0.46084368,0.42834404,0.37372518,0.24707419,0.044616107,0.28335378,0.0
0.0,0.5,0.5,0.29978716,0.96926725,0.0,0.27210933,0.49884948,0.0,0.72139454,0.51264423,0.0,0.3193069,0.5725667,0.23309396,0.26950857,0.31565377,0.9707006,0.30197906,0.78350437,0.7489683,1.0337336,0.3454947,0.31661505,0.15805814,0.37015948,0.91064113,0.0
0.0,0.5,0.5,0.6683661,0.8377446,0.15569961,0.0,0.35257038,0.1092062,0.67864096,0.5783666,0.0,0.0,0.46076542,0.0,0.061559945,0.2210868,0.48813772,0.49648708,0.30781808,0.71045905,0.7428247,0.43437842,0.22310555,0.5147339,0.62755066,0.6801097,0.0
0.0,0.5,0.5,0.22825341,0.09631649,0.0,0.11870217,0.113869205,0.0,0.33625793,0.30829495,0.0,0.046508983,0.19056977,0.03416686,0.058320925,0.15909526,0.019671805,0.3803206,0.0453346,0.0,0.035326798,0.40374064,0.43893597,0.3469001,0.06733217,0.0,0.0
0.0,0.5,0.5,0.15902069,0.13908234,0.0,0.105104655,0.11311953,0.0,0.45730534,0.40411395,0.0,0.0,0.3308292,0.0,0.0,0.17676812,0.05753135,0.63655454,0.080540195,0.0,0.009012958,0.5183822,0.50876427,0.42732534,0.15824303,0.006413405,0.0
